message_id,user_id,date,created_time,message
1672,3307733,"05,July,2004",2004-07-05,   urlLink NEWSMEAT - Hall of Fame   Stuff that's interesting in an election year.   
1673,3307733,"05,July,2004",2004-07-05,"   I remember dreaming about sitting in a swing as a very young girl. It was the fall and my father was pushing me back and forth, back and forth. I remember being happy to be with him.   Now, as I sit here at age 26, I feel that I will never have another happy dream about my father. I will no longer have happy memories of him. There aren't too many to remember anyway.   There was a day when I was 4 years old, sitting on the couch and crying as I watched my father take his suitcase and walk out the door of our home. When I was young, I wanted nothing more than his approval and his love and I suppose things haven't changed much in that way. I would still like his approval and love. I'm not going to get it.   This week we exchanged e-mails. They were nasty and hateful. I haven't seen him for years...hadn't spoken to him in over 3 years. He's lived in Arizona since I was seven years old and I have never seen him much.   I sent an e-mail out to everyone on my list and ended up sending it to him. There was a question asking who would be least likely to respond and I put he and my stepmother. A few days later, I recieved a response criticizing me for that comment. I was speaking nothing but the truth and thought it would be glossed over. Apparently emotions are raw in that household and I struck a nerve.  Over the course of two days, he called me names, told me I was just like my mother ( the biggest insult he can weild) and told me I shirked my responsibilities. He said I was still angry with him about not giving me money at a time when I needed it. If I hadn't been desperate, I never would have asked. He said that he needed to help my step-sister with the purchase of a house and I said as much and said I understood. He wrote back stating that she had never needed their help and took nothing from them, so I should leave her the hell out of it. Caught in a lie apparently. I left my boyfriend and left him with custody of our son because I couldn't have handled being a single parent. My son would not have been in a good environment. My ex and I both new that and instead of going through the courts for a nasty battle, I conceded and left my son with him. My father did the same when he left my mother and apparently holds anger and guilt over that situation. He acts as though it was an easy decision for me. Acts as though I just left and went galavanting off on a childless vacation. In reality, I left and started to rebuild my life and myself.   Now my son's father and I are closer than ever and we all have a wonderful relationship. Given the circumstances, that's the best thing that could have come out of everything.   Anyhow, nasty things said by both sides.   I decided to have no further contact with him last week. Ever. Maybe when I'm older that will change. But for now, he and I are both too stubborn to apologize. He hasn't been a father to me for years and I can't say that anything much has changed. Only the reality that he's the man I had always heard about and had always hoped everyone was wrong about. I still can't believe he acted in the way he did.   He attacked my aunt as well. My closest friend and ally in the family. Apparently he thinks I've been poisoned against him. The two of them have had a fairly long standing feud. He said to me that family is the most important thing to him. When his parents are pissed at him, his sisters will no longer speak to him and he attacks his only biological child.   I've never seen a father act in this way toward a child.   Now, all of this is my perception. A one-sided arguement, I guess. I will not post e-mails here because they are simply too much to handle at this point. I want to sweep it all under the rug and forget about it. I haven't needed him for years and will continue to get along without him. It's the finality of the decision. I had always hoped he and I could be close. Apparently that's not going to be the case.   Could I have done something different? Probably. But I'm not the parent here. I'm his daughter. I shouldn't have to clamor for the approval of an apparition. If he had wanted a relationship with me for the last few years, if he could have seen past whatever anger he held toward me, if things could have been worked out enough in his head to have a conversation with me....then maybe the situation would have been different.   I have an ex stepfather whom I have called ""dad"" since I was fairly young. He's the one who was there and continues to be. I have a stepfather now who would take care of me if push came to shove. I have a great family with lots of loving support. It took me until last week to realize what a support network I have. Randy (the bio father) seems to be the only one who doesn't want to be a part of it. He wants to get to know his grandson, that's evident. But he will not get to know my son until he gets to know me.   I've already checked out the legal issues governing grandparental rights and have found out that he doesn't have any rights. He hasn't seen Erik, hasn't contacted him and it's not like he's been seeing him since he was an infant. So, that's that. If they want to take it to court, then so be it. I wouldn't put it past them.   Anyhow, that has been the main part of my week.   Happy Fourth of July to me.   "
18605,3308014,"12,May,2004",2004-05-12,"    I hope the lackluster buildup doesn't cause this post to be a disappointment.  Many years ago the 3 surgical hospitals/campuses in my city were overhauled by some team of somebodies.  The somebodies decided there was no need for services to be duplicated at sites as this caused a need for 2 (or 3) sets of staff and equipment to be supplied.  They came up with a game plan of which site would absorb some services, and give up other services, and then they came up with a time line (milestones) of when all the changes would take place.  Since then, building and renovation have been taking place, and they are finally beginning to switch around services.  My hospital is going to become an ambulatory centre, focusing on cataract/eye surgery, urology surgery, and hand and upper limb surgery, with small contingents of general, gyn, ent and ortho thrown in for good measure.  When the teams/powers that be looked at what was transferring, they took into account the amount of work that was being sent, the number of people hours it would take to make that work amount function, and then they broke it down into specific job lines (ie. 8 full time RNs, 2 part time RNs, 1 Attendant, etc).  When a program transfers, those job lines have the ""opportunity"" to transfer with the program, since many nurses and other health care workers have specialized in that program over the years, and may not wish to stay in a hospital which will no longer be providing care in their area of expertise.  In November I was told that an attendant with the ophthalmology program wanted to transfer to my site, and he had more seniority than I.  Despite working in the OR for 17 years, I was the least senior in my department, so I was becoming ""redundant"".  They outlined all my options, but I wasn't given official notice because the transfer date had been pushed back.  According to Union contract, they had to give me 4 months notice (and only 4 months) and they were not going to give me one day more.  I looked at my options.  1. Accept a buy out package, return to school, and get reimbursed up to $5000 for any tuition paid out in the first year.  This left me with a lump sum (which would prevent me from collecting unemployment until it ran out), and the knowledge that unemployment would only let me attend school for 1 year, if it lead to a job within one year.  Therefore, university was out, and any college program more than 1 year long was out.  2. Exercise my bumping rights and move to the job of the least senior full time person in my job category.  I spoke to several people familiar with work in the unit that person was in, and knew I would hate switching to that job.  3. Apply for any job postings which came up in the meantime, and get one of those.  I went to a few unemployment workshops, to learn about the aide available from them.  I spoke to college and university counselors, and I seriously considered becoming a pharmacy technician, while attending a private medical school and retaining part-time employment, therefore keeping my seniority.  I would have to pay for the schooling myself, but the job would be in my current union, so I would have 17 years seniority in applying for any pharm tech jobs in the hospital, and therefore job security.  I went to the private school, and they had me take a multiple choice aptitude test before the interview.  The interviewer then did his job too well.  He told me I had the best score he had ever seen, and he raved over my transcript marks.  Shortly thereafter I was conversing with a co-worker who was just about finished her BA of Ed, after returning to school in her early 40's.  When I was younger I wanted to be a teacher, but I got sidetracked.  My conversation with her, my circumstances, and the interviewers remarks all led me to decide I was going to go to university and become a teacher.  Surprisingly, my husband agreed.  He was more supportive of my longer and more expensive schooling than he was of my short-term pharm tech program.  I applied for a part-time job in the Central Processing department, and 1 week before the deadline the hospital had in which to give me notice, they called and said I was the successful applicant.  I accepted, and so my other options never came to pass.  Now I am set on a very exciting course, but I'm very frustrated that the university has not yet accepted me!  Grrrrrrrr  And that was my restructuring story  Cheers Jay-A   "
18606,3308014,"11,May,2004",2004-05-11,"    You're still not getting the ""restructuring"" story, because I need to vent.  I applied for University in March.  I can check the website with my own ""special and private"" id to see the status of my application.  The site says they received it at the end of March, and that it should take 2-4 weeks before they offer me admission (or say neener neener, NO!)  I just spent over 20 minutes waiting for ""the next available operator"", and He Said:  ""We received it in the beginning of April, it was processed by April 14th, in 2 days it will be 4 weeks"" (No, in 2 days it will be 1 month, today is 4 weeks, kid), and ""it's a really busy time of year.""  They may have it processed within another 2 weeks.  GRRRRRRRRR  I changed my life for this opportunity, and the University counseller that I went to see (twice) told me  ""Historically, we have never turned down a qualified mature applicant for part-time studies, and Jay-A"",  , ""you are a qualified mature applicant for part-time studies.""  So basically, she gave me the best assurance she could without getting her butt into a legal bind if by some chance I didn't make it.  I know that MOST LIKELY I'll be accepted, but I don't like most likely, I want I AM ACCEPTED.  Grrrrrrrr, Arrrrrrrrg  Out of all the choices I was given regarding my restructuring out of my job, I took the reins of control and MADE this choice an option, and threw all my other options out the window when I did so.  If I don't get accepted to University  a)  I'll be hugely embarressed, because everyone thinks I'm going  (over 100 nurses, surgeons and anaesthetists in my current department, plus other hospital employees, my husband's family, my family, etc, etc)  b)  I'm stuck taking the part-time job I begin at the end of this month.  Sure I get full-time training for the summer, and sure they are short staffed and I can probably work full-time hours even past that, but I don't care!  I want to be a student.  Grrrrrrrrr, Arrrrrrrrrg, Growl!  I'm still not completely vented, but I don't know what else to say, and it is time to head out of town to my second session of the course I need to take for my new job.  sigh  Jay-A   "
18607,3308014,"11,May,2004",2004-05-11,"    It's evening, the kids are in bed, the hubby is (finally) on his way home from work, and I was clicking links in my profile to see who is out there in Blog Land.  On one lady's blog (she wasn't memorable) I found JEREMY  http://www.whoisthatwithjeremy.com/  At the moment, only one page of photos is accessible, but I've emailed Jeremy's dad about the problem, so I'm sure that will be fixed soon.  If you are a parent, and you like silly harmless things that take a bit of imagination, insanity, and hutzpah (dunno if I spelled that right), then you will like the site that Jeremy had his dad create.  I'm off to do stuff, but I'm sure I'll get to that ""restructuring/career change"" story that I promised ... tomorrow.  Not that anyone is actually reading this.  Perhaps I'll tell my friends and family about it, but I think not.  They hear me yap all the time, so why inflict them with the pressure to read my less than stellar thoughts?  Cheers! Jay-A   "
18608,3308014,"11,May,2004",2004-05-11,"    I don't have much time for this initial post, but I feel a need to write something in order to complete the creation process.  I'm thrilled about heading to University in the fall, and in order to implement this opportunity, I have applied for and taken a new job within the hospital that I work at, and I begin this new job on the last day of May.  I've spent the last 17 years working as an OR Attendant (muscular nurse's aide with only on the job training - no courses), and I shall now be seeing things a bit differently as I wash, package and sterilize the surgical and respiratory equipment used throughout the hospital.  Fortunately, the OR and the Central Processing departments work very closely together, so I know the majority of my new co-workers, and I'll still see my old co-workers daily.  My next post shall concern the reasons (city-wide hospital restructuring) that have led to my life-altering choices.  Cheers! Jay-A   "
25693,3309198,"16,May,2004",2004-05-16,"   for anyone out there that enjoys the arcade game DDR, there is a computer version called Dance With Intensity. If your interested go to http://dwi.ddruk.com/downloads.php you'll have to download the song Not My Battle by gundrill as well. For now thats the only song I can find for free, but I'm sure if you look you'll find more somewhere besides its Hella-Hard!(especialy whe you have to use the keyboard >   "
25694,3309198,"12,May,2004",2004-05-12,"   Just letting everyone know the incredible capabilities of the Nintendo DS,Heres one blurb! With its two screens, Nintendo DS instantly shows its innovative face. But capabilities like a touch-screen input, voice recognition and wireless communication set it apart from every other game device, and again demonstrate Nintendoâ€™s passion for groundbreaking originality.  Game players need only use their imagination to see how the DS promises to transform the portable game industry by changing the way gamers relate to their games â€“ and each other. Two screens offer two perspectives on the action at once. The touch screen could make accessing items, moving characters or navigating menus as easy as a tap or drag on the screen. Voice recognition could let players simply tell the game what they want it to do. Chat software will let users transmit text messages, handwriting and even drawings to one another. And wireless functions could link players in the same room â€“ or across the country. The unique features of the Nintendo DS hold a wellspring of potential for the future. Game players will be wowed.   Check it out for yourself  at http://www.nintendo.com/e3_2004/ds/index.jsp It's incredible! And heres a comment from the President of Square-Enix (Creators of Final Fantasy!)   â€œI believe that Square Enix has a promising chance in the platform, since Nintendo DS allows users to experience whole new game play with both its input system and its output system.â€ â€“ Yoichi Wada, president and representative director, Square Enix  Damn this is gonna dent my wallet ^^;   "
25695,3309198,"11,May,2004",2004-05-11,"   LIke I mentioned below ( The newest post seem to go to the top) Im a gamer, so I thought I'd suggest a couple sites, some with no relavence to Games at all ^^; www.gscentral.com is full of codes for all systems and even Action replay, www.lunarknights.com is my Final Fantasy 11 Linkshells Site, come here to generally talk about the game, go to www.homestarrunner.com and then go to Sb E-mails for some good laughs, www.battleon.com is a very limited online rpg,www.gunbound.com (it might be .net) is a cool online game similer to Worms armageddon, or go to 2flashgames.com for a lot of cool games, last but not least check out www.newgrounds.com with more....""mature"" comedy Don't forget to look at Tommorrows Nobodies and Retarded Animal Babies!   "
25696,3309198,"11,May,2004",2004-05-11,"   Well If Im Going on about myself ( What else can I do on this site? ) I may as well tell you about some of My Fav TV shows: South Park, The Simpsons, Family Guy, That 70's show, Fooly Cooly, InuYasha and Futurama   "
25697,3309198,"11,May,2004",2004-05-11,"   Well now that I'm actually posting, I suppose I should tell You about myself, Im 13 (14 in July)I live in Ridgeway, Ontario A small town fairly close to Niagara falls. I play a Saxophone, alot of Videogames,and I'm a DDR freak ^^;   "
25698,3309198,"11,May,2004",2004-05-11,"   Hey all! Though I highly doubt anyone I havent told about this so called ""Blog"" Will visit it, I suppose making it couldn't hurt, besides I can still show people I actually know! At the moment I don't really know how to do anything other than write, so if someone knows how to add picturees and stuff please inform me! Umm this is a test, so If your bored by now, I suppose thats good ^^;   "
18590,3309541,"26,May,2004",2004-05-26,"   Ok, Now we've done it.  NE Florida has finally followed much of the nation and gone past $2.00(US) per gallon.  Someone told me it's expected to go to $3.00 by the end of the summer (unless the gas companies stop their extortion).  My theory is:  Per year, bring the price up to a new high, bring it down (but not nearly as low as before) when everyone finally screams loud enough, then the following year go to a newer high.  And so on....  this way they get the pricing/profits up incrementally.  All while blaming OPEC.  "
18591,3309541,"11,May,2004",2004-05-11,"   I just heard on a news story that documentary evidence has been obtained that oil refineries are artificially inflating the prices at the pump.  The oil barons  claim  the war and OPEC are to blaim but as the report I saw showed, they are merely hiking up the profit margins.  While am an advocate of the free market system that's supposed to balance supply with demand and price, this is obviously a case of abuse of the system.  The oil companies have us over a barrel (pun intended) as the ability for americans to conserve gas by using less pretty much only works for those chosing to drive during their vacation (OK so the American penchant for bigger vehicles could be curbed, but for those of us with a large family, that's not an option).  The real problem is that as gas prices rise, all prices rise to pass on the cost of transportation to market. I think it's pretty sick that oil companies are willing to sacrifice a long term economic recovery for short term gains in their profits.  Eventually, the higher prices at the pump will even affect the oil barons for every thing they purchase will cost more.  Eating away at any gains their bank accounts might've had.  My $.02 (or drop of gas).  "
18592,3309541,"11,May,2004",2004-05-11,"   Greetings to the world! As this is the first time I've ""Blogged"" (is that a word?), I'm gonna keep it simple. I'll probably post something about myself as that's kinda the point, right?  Ok, um... c'ya.  "
18593,3309541,"11,June,2004",2004-06-11,"   Ok, so I'm on vacation with my family and kids in the mega-suv and was passing through southern Tennessee today (Did I mention this was a major road trip?), and we are suddenly stopped on the freeway (as in parking lot).  We're about 4 miles from the last exit and can't turn around to go another way if we wanted to.  Anyway, we start to look around at the others in our unfortunate position and besides the truckers, we seem to be in the middle of  a college bash.  I mean people from all different states and walks of life.  So we're thinking ""What's up with this?"", are we near a college town or what?  It's not long before we notice a car with ""Bonnoroo or Bust"".  So what's Bonnoroo?  There's several thousand cars in this line with us and it's starting to give us the impression of some sort of WoodStock revival.  Well, come to find out  , sheesh that's what it is.  We've been so out of touch I guess that we've never heard of this.    Oh well, had to go online at the hotel to find out what it was that kept us over an hour and a half off our schedule.  Sounded pretty interesting if I were 10 yrs younger or maybe more plugged in to the latest music stuff.  But I've got to say that one of the reasons I'm not plugged in to the latest would be that I can't find anything I like.  It seems to be either too commercial (aka Brittany/Boy Band), or too bizzare/angry/bitter/sappy.  But I guess most of it isn't even my interests.    Most of what I listen to is either Christian based, or instrumental.  Not what you'd call ""main-stream"".  Oh well.  I think it'd be interesting to attend Bonnoroo or something like it, or at least to hear some of the stuff played there just to get a clue of what's out there to form an honest opinion.  I imagine that some of those bands are truly trying to make a statement or difference and are not tied in to a corporate entity.  By the way, did I mention that a Yukon costs over $55 to fill at todays prices?  I was the celebrity at the pump.  The folks around me were amazed.  If you see us on the road, wave.  Oh well, Ciao for now.  "
18594,3309541,"12,July,2004",2004-07-12,"   Wow, I just read an interesting submission to Slashdot today  urlLink Here , about the fallout patterns from the nuke tests (both above and below ground).  Look like the state of Delaware (I was born there) was covered several times with the stuff from multiple tests.  I wonder if that explains why my grandfather (paternal) had skin cancer, my grandmother (also paternal) had thyroid cancer as did my father, and why recently my uncle passed away from pancreatic cancer?  I know it's a long shot, but it wouldn't surprise me.  "
5162,3311843,"24,May,2004",2004-05-24,"   urlLink NewsForge | Don't Know What PearPC Is? Now You Do!  MacOS on the x86 platform? This is a dream we've all had for years, but although it's a nice try, we're not there yet though... But, we can always hope for the future!  "
5163,3311843,"12,May,2004",2004-05-12,"   urlLink Chris Anckaert  - sorry, it's in Dutch, as I'm a Dutch-speaking Belgian...  "
5164,3311843,"12,May,2004",2004-05-12,"   I went over to my brother's yesterday evening to give him a demo of Knoppix. It was a CD which I got with my Dutch magazine PC-Active. The version is 3.3 His impression before putting the CD in was that Linux was overall much to difficult to learn, after all, he'd been using Windows since he has a PC - which is a fair few years now. When the KDE desktop appeared with working sound his face simply lit up. He didn't have to say anything, I could hear him think ""wow!"". We had a look through the main menu-structure and just ran a few programs - Mozilla, KMail, KStars, the Control Centre. He was simply impressed. I have to say, even from the CD, Knoppix is fast and reliable. He's now going to play around with the CD for a while and will probably get more enthousiastic as time goes by. In a couple of weeks (days?), I expect a request to make him a permament install on his hard-drive. He had just had a lot of virus-related problems and his windows-box had grind to a halt a couple of days ago. He was very interested in learning that with this operating system, no more of that would happen. He was also worried he wouldn't be able to do the things in Linux he did under Windows, but after showing him OpenOffice.org, this was no longer an issue.  Oh, by the way, there is a new version of Knoppix, 3.4 - read all about it on the  urlLink Knoppix website  "
5165,3311843,"12,May,2004",2004-05-12,"   I would like to welcome everybody who happens to visit this page. Discussions I'm interested in are about Linux, Open Source, programming, etc...  Feel free to reply or make a posting yourself.  Chris.  "
5166,3311843,"24,June,2004",2004-06-24,   urlLink PC Pro - Computing in the Real World  Yahoo is now offering more mail-storage space. Funny how a vaporware product (GMail) can actually make others change their real and actually existing products... strange world sometimes.  
13308,3320342,"26,May,2004",2004-05-26,"    ...Because Jimmy and I had our first marital fight this morning.  It's about our financial situation.  I don't make enough money to help pay the rent and stuff so he basically threw it in my face.  Needless to say, I ended up crying and telling him if he didn't like it, then he knew where the door was.  So he threatened to watch what I say.  This made me even more upset.  So that's how he left for work; pissed off at me.  I'm not really happy today.  I also have a injured foot.  I think its an ingrown toe-nail and it hurts like a mother!  I went to call into work today bc I can't stand for long periods of time and I waas told I had no choice but to come in.  My shift got changed from 12-6 to 3-6.  So I made a doctor's appointment to get my foot check out at 11:20.  I just recieved a phone call from the assist. manager saying I  had  to come in at 12 - that the cover from 12-3 had to work at her other store.  I told her I couldn't come in bc I had a doctor's appointment and she sighed and was like, ""fine, 3 then.""  And then hung up on me!!  I swear, I want to quit so bad.  I have someone working on getting me a job at her office so I hope that goes through.  I need to get out of Dunkies.  They treat people like shit.  But anyways...I promised I'd upload some pictures.  So I kept true to my word.  These are what I have right now.  I'm getting more soon...hopefully in the next week or so.  But, enjoy and feel free to comment on them.  I uploaded the pics to my picture site.  To view them, click  urlLink here  to see them.   "
13309,3320342,"23,May,2004",2004-05-23,"    ...and I'm an official married woman   It feels weird.  Being married and all.  You think being with someone for 3 years it would feel natural.  But it doesn't.  It feels like everything that we've been through is new again.  It's not bad though.  I'm really happy.  But our honeymoon could've been better...  Our wedding day was just as any young girl would picture it, no clouds in the sky, clear blue skys, nice and hot (well...nice and warm).  The perfect wedding day.  We have some nice pictures which I'm gonna have to upload somewhere.  Our honeymoon was on a cruise to Bermuda.  There wasn't much for us on the way to and from for us, but we managed by sticking ourselves in our stateroom the whole time, lol.  We did go to the casino a few times - spent a $150.  Bermuda was beautiful.  Hot and wonderful.  Clear waters, nice people.  I'll write more later.  I have many errands to run to get re-settled into my home.   "
13310,3320342,"14,May,2004",2004-05-14,"    ...1 more day until my wedding   I don't know what to think right now.  I never knew how much work really goes into a wedding until I did mine.  We got engaged a month and a half ago and pulled everything together for tomorrow.  It still amazes me how well we did.  But, we did freak out this morning about the cake.  We never heard from her, so we thought she forgot about us.  I called her this morning and everything's on track and I'm going over there at 2 to make my payment on it.  There is still so much more to do, it feels, but everything is right about done.  I just have to stop over my mother's to get the DJ's # so I can call them and see what's up.  They need some songs from me.  Overall, I think I better log off because I have to run to the bank, go all the way to Brockton to pick up my Maid of Honor (she doesn't drive), go back home to meet my cousin, go out to lunch with my family, go pay for the cake, go to the spa to get pampered with Christina (the MOH), and then go to my mom's house to get some sleep.  Somewhere in there I'm going to get my check from work because my car insurance is due on Monday and I need the check to clear.  ::wipes head::  So yeah.  I'm logging off now.  See you in about a week.   "
13311,3320342,"13,May,2004",2004-05-13,"    2 days before I'm married!   Am I scared yet?  Hell yeah.  Do I care, no!  I'm going to make this nice and short.  Today I worked 7 am till 3 and everyone was in a horrible mood.  I got nagged so many times that I wanted to walk out so bad.  I had to bite my tounge from swearing at my manager because she mad fun of me!  Yes, that's how mature my co-workers/boss are.  But anyways, other than that, I went tanning, went food shopping, AND had my final appointment with our wedding coordinator.  I'm such the busy girl :P  Anyways...we're cooking hot dogs and beans so I'm gonna go.  I'll blog more later.   "
13312,3320342,"12,May,2004",2004-05-12,"    Hopefully I will use blogger.  I use to swear by it.  My domain doesn't interest me anymore.  Plus, I'm about to start a new life on Saturday.  And to honor it, I want to be somewhere to blog about my life - other than a domain or a journal.  No one will visit most likely, or comment for that matter, but feel free to if you read something you feel you  have  to reply to.  I don't mind.  You'll probably make me feel special anyways.  I'm gonna need to get a layout up for this thing - possibly.  I'll check around and see what I can do.  I'll be back.   "
13313,3320342,"15,July,2004",2004-07-15,"   Here it is...chapter 1.  Remember to comment with feedback when you're done.  Thank you.   &&&    Chapter 1   My body jumped as the familiar buzzing in my purse made me grab my cell phone subconsciously.  I held the phone in front of my face and my fingers began to push random buttons.  I had a text message.  I opened the text messaging folder and gasped at what the snippet line read.  I couldnâ€™t be.  I opened the message and finished reading the short sentence present on the screen.   I want to see you again . How could I let this happen?  How could I have even considered what I was doing?  It wasnâ€™t like I was single either.  I was a happily married woman.  I loved my husband more than anyone could ever know.  To any normal person, what I was doing was officially wrong, a sin even.  Under the eyes of God I was in a binded relationship that couldnâ€™t be broken without serious paperwork involved.  Yet I had another man text massaging me, calling my cell phone when he found free time, even emailing me. I know it sounds strange to anyone that doesnâ€™t know the whole story.  If Iâ€™m  so  in love with my husband then where did I find the time to meet someone else?  And why did I even attempt to?  But itâ€™s not like that, I swear.  I met him at a Hanson concert a few months ago.  And since then, my life has totally changed.   ------    â€œHoney, my mother bought me tickets to see Hanson,â€ I said excitedly.  â€œThe tickets should be here in a few weeks.â€ â€œGood for you,â€ he said with the roll of his eyes. 	Kyle knew how much I loved Hanson.  I made it very clear to him that he was not to try to change my love for the guys.  And I wouldnâ€™t change his love for sports. â€œAt least now this balances out with you going to New York in October,â€ I said.  â€œNow I have something special to look forward to.â€ 	I had been a fan of Hanson since the â€œMMMBop days.â€  My favorite Hanson was like every other girl on the planet; Taylor.  But when young Zac went through puberty, grew taller, and grew more manly, my feelings changed.  For awhile, before my desire for Zac, I thought Isaac was pretty hot; but he just never stuck to me the way the other two did. Alas, it had been my dream to meet the guys and tell them how much their lives as celebrities had helped me surpass so many obstacles over the years.  Two months before I went to my first concert in June of 1998, my grandfather passed away to cancer.  At the concert they sang â€œWith You in Your Dreamsâ€ in which I had a difficult time getting through.  I felt the boys love for their fans that night.  It made me respect them even more than I already did.  That night made me believe they truly meant it when they said they cherished their fans. The one thing I always wanted to do was to meet them; to try to convey my gratitude to them being one of the biggest supports in my life.  I sometimes wonder if that is why Iâ€™m still a fan today; if Iâ€™m trying to hold onto the past.  But I donâ€™t believe it because I know my love for them is as real as their love for me is. â€œWhen is the concert?â€ Kyle asks, glancing away from the baseball game that blares from our TV. â€œItâ€™s the day before your birthday.  The twentieth,â€ I said.  He says nothing and turns back to his game. 	I roll my eyes and wonder how I can love this man so much.  I met Kyle three years ago in January of 2001.  His younger sister had offered to hook us up and I agreed; just to see what he was like.  Two days later we became an official couple.  He is Italian, and you can definitely tell it when you visit his grandparentsâ€™ house.  I knew the night I met him that he would become my husband someday.  It was something my mother had always told me, â€œYouâ€™ll just know,â€ she would say.  I never understood until Kyle stepped into my life. 	He was different, and he was definitely not a child.  He had morals, values, and wanted to be taken seriously; yet he wanted to have fun while doing it.  And he isnâ€™t bad looking either.  Standing 6â€™2â€ with brown hair buzzed neatly to his head and eyes blue of that of an ocean in New England, heâ€™s something to look at.  Iâ€™m surprised when he choose me as his companion.  Compared to my short 4â€™11â€ frame, people must think we make an odd couple.  But we love each other, and I guess thatâ€™s all that matters. 	Ever since our relationship started, I knew it wasnâ€™t going to be like my past relationships.  Kyle moved in with my mother and me only three months into our relationship.  Three years later, this past March, I decided I didnâ€™t want to live with my mother anymore.  Kyle had been itching to move, but I knew I couldnâ€™t afford it.  But something inside me snapped, and I wanted to make it work.  I wanted to know what it was like to be on my own.  For Christ sakes, I turned twenty-three a month prior. 	Kyle and I applied to an apartment complex down the street from my motherâ€™s condo.  We got approved for the apartment three days later.  Because of the move, my health insurance would be canceled since I wouldnâ€™t be living at home anymore.  At the end of March Kyle and I mutually decided to get married so I could fall on his insurance.  We had two dates in mind.  May 8th or May 15th.  I was leaning more towards May 8th because it wouldâ€™ve been two years and one month after Taylor Hanson and his wife Natalieâ€™s wedding date.  But that date wasnâ€™t happening; it was Motherâ€™s Day weekend.  After a week of debating, May 15, 2004 was the date etched in stone that was to be when I would become a wife. 	Though there wasnâ€™t a proper proposal, I didnâ€™t really care.  All that mattered was Kyle and me.  On the weekend of April 2nd, I traveled to Maine with my father to visit my family there and to start picking out wedding gowns.  When I returned home my father handed us $60 to go out to dinner and left us bewildered.  So we went to dinner at a nice little Italian place up the street, came home and changed into our scrubs, and began watching baseball.  During a commercial, Kyle stood from his lazy sitting position on the arm chair and started a little speech. â€œAs you know, weâ€™re getting married,â€ he started off.  â€œAnd as you know, there is something that hasnâ€™t been done yet.  I have something I want to give to you that belongs to your family.  They wanted you to have it.â€ 	He continued with saying that it was an heirloom passed down to my fatherâ€™s older sister.  After he finished talking, he grabbed my hand and stood me in front of him.  Taking a deep breath, he said â€œI already know the answer, but itâ€™s nice to hear it anyway.â€  I could tell he was shaking as he got down on one knee and looked into my eyes as he asked, â€œWill you marry me?â€ in a childish tone, the â€œKyle toneâ€ as the game came back on in the background. 	Now I was shocked.  I had wanted for two years to have those words uttered from his lips.  I never thought this moment would happen.  And it couldnâ€™t have been more perfect.  It was how I dreamed of it with Kyle; some sort of sport happening in the background.  It was just the way it was meant to be, and it was nothing sort of what I expected. â€œYes,â€ I said as he prepared the ring for me.  I removed the rings I had already on my finger; an opal he gave to me our first Christmas together, and a tiny heart shaped ring with an amethyst (my birthstone) in the center.  I set them aside as he took the tiny diamond from its case and took my left hand in his hand.  The ring fit perfectly.  That night I called everyone in my family.  It was then that our unity was official.  It was really going to happen.   -------    	I re-read the message on my screen.  I wanted to see him too.  I didnâ€™t even know he was in town.  But something was holding me back to reply to him.  I couldnâ€™t do it to my husband.  But I wanted to. 	It had been a few months since I last saw him, at that concert in July.  It was now October, and the air around me grew chilly as I thought of what to write back.  Finally I settled on  I want to see you too .  I closed my eyes and bit my lip as my finger hit â€˜send.â€™ 	 What are you doing?   I silently scolded myself.  Then a thought hit me suddenly.  Did I really love my husband or had he always been a sort of backup plan? "
13314,3320342,"15,July,2004",2004-07-15,"   ...Welcome to Pieces of Me.  This blog space will be used to post chapters to my new Hanson story creatively titled ""Pieces of Me.""   &&&   Leading Lady:  Nevada Blaire Ace-Thomas Leading Hanson Guy:  Isaac Hanson Genre:  Romance, Drama Rating:  R  [language, sexual content] Summary:  None.  I'm not giving away anything this time :p   &&&   Please read and comment for me.  It means a lot when people do give feedback.  It makes me want to write and update more.  So hang on tight - chapter 1 is almost ready!  x Kerrie "
